"feature","t","estimate","p"
"frequency",3.17614504118141,0.00363717489865265,0.000799840031993601
"time_ptsym",1.09420381320802,7.73951552914972e-05,0.102779444111178
"time_rdsym",0.420949399555821,3.02155190271744e-05,0.642871425714857
"volt_amp",-1.67285275080007,-1.50062604372742e-07,0.0375924815036993
