subject,age,frequency,time_ptsym,time_rdsym,volt_amp
1,60,4.037712694841205,0.4912373818329781,0.49615504886113787,2.6032026703171217e-05
1,91,4.3136078430836085,0.5272987231481305,0.4962711099652968,1.632473072488207e-05
1,127,5.252082005636605,0.5134997527155424,0.5174786539863838,1.8879053732833822e-05
1,156,5.484826535792753,0.49414493962834766,0.5189613981256176,1.9217689116879807e-05
2,40,4.943687771551628,0.5288727238739236,0.5278148686789428,1.177659562991942e-05
2,69,4.6814156964325235,0.5096835002729815,0.49400666825915474,1.511304215391679e-05
2,96,4.512287558342862,0.49113569526516404,0.4924932539931298,2.6586159402845052e-05
2,134,4.602359895010293,0.5214546392456861,0.4942623002757619,2.3688953198093252e-05
2,161,4.404535510500582,0.4713690897319421,0.5232784634616164,2.9853334070268414e-05
2,195,4.368979053024129,0.5122492823235826,0.49003309534972433,1.9022559310311094e-05
3,38,3.510287306152504,0.4618135171592201,0.4880281201812192,5.1371148506074666e-05
3,73,3.6224374362165372,0.4841057759790141,0.5371611600854782,9.557406100457243e-06
3,101,3.3029986800498228,0.4824254492378353,0.4611651990477458,2.296078002613851e-05
3,134,4.574730962132622,0.5120930593349912,0.5058082250742,1.5260756805851246e-05
3,159,5.274252065301171,0.48984800049227223,0.5074905541258357,1.933817646446588e-05
3,190,5.688703245642336,0.4897383007594781,0.542748684066767,4.208899832697375e-05
4,107,3.9820754727972965,0.5422354805865429,0.5245897345129894,1.4898832253006384e-05
4,139,4.248595086917948,0.5130860995493446,0.5275778500929139,1.6359417790577877e-05
4,167,4.317282506472409,0.48921367767711876,0.46923505932764686,1.901374190323301e-05
5,135,5.2582301982724005,0.5191980094200404,0.5003981903999529,2.6156897411215985e-05
5,161,5.063537233098463,0.5069859622472849,0.4973159364119116,2.3314525718773253e-05
5,190,5.179198404926281,0.5089637952084057,0.48593349017623105,2.919868438276628e-05
6,196,4.444630224576399,0.52338867745259,0.465768681857879,2.236378536922742e-05
7,203,4.98559167817537,0.4929769161697817,0.5026069613546688,2.55925452618427e-05
9,72,4.1372559690172075,0.5336476540797507,0.4772967284584024,1.804564766273501e-05
9,99,4.630902198173535,0.5176208980609166,0.4648082106688814,1.6858497938623036e-05
9,135,3.685634685183692,0.49508249307958013,0.5304162643830284,1.926174308579404e-05
9,167,4.5056326105319595,0.5348303514636076,0.5339769471490602,4.189563318910824e-05
11,113,4.415213759424544,0.5143386222100217,0.5155504259122071,1.5049955187111232e-05
11,137,4.69216318383114,0.5043521067936183,0.4873952182288048,2.334894147141653e-05
11,172,5.433886697398834,0.5372484513954111,0.49717493924873135,2.0906704408191437e-05
12,128,4.695460283081534,0.5551725165092277,0.5500668784801996,2.8343608723480625e-05
12,159,4.79796034738911,0.47752088492201583,0.5107490846954191,1.915446506528108e-05
12,188,4.403186175636239,0.5231326018643391,0.5037917163148088,2.1222696372157385e-05
13,130,4.755076037536803,0.5051220412134826,0.4796056085452377,1.2115294404194708e-05
13,157,4.588689185075318,0.4911888075396693,0.5142761994275495,1.700317294049698e-05
13,191,4.000510941217588,0.5343761153576312,0.4760972658429111,1.8491035835117303e-05
14,131,4.604120731573917,0.5088005427663052,0.49613200849708855,1.8083995014405636e-05
14,164,4.648986388749197,0.49803597700814206,0.4995559637054724,2.9046253137484765e-05
14,193,5.09413544920186,0.5109672100529614,0.5120621719678514,2.142144392457977e-05
15,94,4.613636006953656,0.43189363686429333,0.5107776804888114,1.237347339362094e-05
15,127,4.534450098944594,0.5088429158736862,0.49579435266433053,2.37336413000552e-05
15,154,4.732099642432419,0.5055312521267802,0.4883031498670016,2.9239239568972417e-05
17,79,4.634776661298201,0.5048193516853169,0.4920537824024638,1.4886894447848364e-05
17,103,4.039659941124141,0.5220910361903218,0.4948610138840448,1.7596762920532612e-05
17,138,4.045244434378227,0.5122934383735985,0.48921098711516336,1.7077014888721857e-05
18,49,3.9952552018510583,0.4859645599551069,0.5074823703568854,1.701383513810308e-05
18,77,4.301791867399584,0.5188900233783011,0.5197363841735331,2.131859114913855e-05
18,108,4.33663000355626,0.5229075754367983,0.4654326464918051,2.5577050010410353e-05
19,132,3.9457909879163133,0.4838106595543666,0.5960740943457,2.1753551770776283e-05
19,167,5.172623387930834,0.4911802236603563,0.49392307688105186,2.679417245122303e-05
20,131,4.400458940043813,0.5485737303445343,0.506213721415441,1.304866346281048e-05
20,159,4.9118211715126785,0.5351138814399793,0.47821449879078354,2.2403753219740853e-05
20,192,4.909390471408072,0.528782707688105,0.5140851325151944,2.0029795897613942e-05
21,91,4.5762602989743115,0.507155969244326,0.4589558822068623,1.8121788733952985e-05
21,125,5.083299351477733,0.4877810584327495,0.4768453630794176,2.4579472648241153e-05
21,152,5.067284975677183,0.5248936740064439,0.48120577447370383,2.536383348296903e-05
22,96,4.399750009137767,0.5007416652494391,0.5079867997644028,1.4996320683091274e-05
22,125,5.234115091330518,0.5368623098315491,0.5251064828049693,2.759931503510325e-05
22,158,5.480128917104342,0.5518327387340115,0.49022450196043105,2.8825916084887875e-05
22,193,5.252213920619477,0.5165331208183003,0.4798669150680598,2.2784686633305038e-05
23,106,4.3101972323096245,0.5237573105240677,0.5012447675441871,1.3227612712969747e-05
23,144,4.2922952043245175,0.5097156665886214,0.48071937925647545,1.189669026298538e-05
23,174,4.196121683895454,0.5044100894972953,0.48707621623090724,1.1395025877158862e-05
24,109,4.69543511499155,0.5183423846980663,0.5105472122393573,1.9362831710646167e-05
