onset,duration,description
2015-06-16 11:05:34.007452,1.0581222056631892,BAD_
2015-06-16 11:05:36.181965,3.9221545591209424,BAD_
2015-06-16 11:06:51.728833,1.1727688787185429,BAD_
2015-06-16 11:06:55.865942,5.834286707523361,BAD_
2015-06-16 11:07:25.739130,10.76086956521739,BAD_
2015-06-16 11:07:43.039855,3.5144927536231876,BAD_
2015-06-16 11:08:36.597254,1.1441647597253848,BAD_
2015-06-16 11:08:52.117304,3.3500872932393975,BAD_
2015-06-16 11:09:01.102832,5.916542473919518,BAD_
2015-06-16 11:09:18.187953,0.41867954911433,BAD_
2015-06-16 11:09:23.909420,1.8840579710144993,BAD_
2015-06-16 11:09:33.308726,3.6324069105812384,BAD_
2015-06-16 11:09:48.147695,0.6924315619967842,BAD_
2015-06-16 11:09:59.689563,0.21739130434781373,BAD_
2015-06-16 11:10:06.214605,1.7436661698956757,BAD_
2015-06-16 11:10:19.582712,1.0059612518629135,BAD_
2015-06-16 11:10:44.932936,3.3755588673621446,BAD_
2015-06-16 11:10:49.701937,1.363636363636374,BAD_
2015-06-16 11:10:54.921759,2.4441132637853684,BAD_
2015-06-16 11:11:00.323407,4.573268921095007,BAD_
2015-06-16 11:11:07.540984,4.217585692995499,BAD_
2015-06-16 11:11:17.718737,1.8438003220611563,BAD_
2015-06-16 11:11:26.277514,3.867791068554425,BAD_
2015-06-16 11:12:04.782609,3.703807108302783,BAD_
