onset,duration,description
2015-05-06 09:45:50.170773,4.8205128205128265,BAD_
2015-05-06 09:46:01.760517,2.3461538461538467,BAD_
2015-05-06 09:46:13.897135,2.07692307692308,BAD_
2015-05-06 09:46:25.753623,3.152173913043484,BAD_
2015-05-06 09:46:45.293333,0.7066666666666634,BAD_
2015-05-06 09:47:46.073333,3.4466666666666583,BAD_
2015-05-06 09:48:04.304466,4.28464977645308,BAD_
2015-05-06 09:48:14.248580,2.5484351713859894,BAD_
2015-05-06 09:48:49.174064,2.5484351713859894,BAD_
2015-05-06 09:48:55.028986,1.857681188747705,BAD_
2015-05-06 09:49:04.270934,13.1892697466468,BAD_
2015-05-06 09:50:04.521739,3.623188405797123,BAD_
2015-05-06 09:53:03.635116,7.3717948717948625,BAD_
2015-05-06 09:53:49.102564,1.8717948717949184,BAD_
