onset,duration,description
2016-01-16 09:56:51.154247,2.771982116244409,BAD_
2016-01-16 09:57:09.234080,0.5892448512585844,BAD_
2016-01-16 09:57:28.110283,4.001490312965728,BAD_
2016-01-16 09:57:34.972066,0.2517162471395835,BAD_
2016-01-16 09:57:35.990373,1.2242562929061762,BAD_
2016-01-16 09:57:52.283159,1.9523099850968748,BAD_
2016-01-16 09:58:28.449275,5.869565217391312,BAD_
2016-01-16 09:58:38.389717,0.6110283159463279,BAD_
2016-01-16 09:58:40.643815,0.3800298062593299,BAD_
2016-01-16 09:58:49.291356,1.0506706408345678,BAD_
2016-01-16 09:59:15.115942,1.0869565217391255,BAD_
2016-01-16 09:59:20.524590,2.8614008941877955,BAD_
2016-01-16 09:59:26.500745,2.876304023845023,BAD_
2016-01-16 09:59:32.089419,1.2742175856930091,BAD_
2016-01-16 10:00:06.828614,3.487332339791351,BAD_
2016-01-16 10:00:13.117735,1.1624441132637455,BAD_
2016-01-16 10:00:53.482861,0.9314456035767762,BAD_
2016-01-16 10:01:59.579710,1.2681159420289987,BAD_
2016-01-16 10:02:05.535022,1.8926974664679503,BAD_
