onset,duration,description
2015-08-18 10:05:42.000000,4.85507246376811,BAD_
2015-08-18 10:05:55.242754,3.152173913043484,BAD_
2015-08-18 10:06:12.597826,11.014492753623188,BAD_
2015-08-18 10:06:48.413043,5.217391304347814,BAD_
2015-08-18 10:07:00.876812,3.6956521739130324,BAD_
2015-08-18 10:07:12.144928,8.369565217391312,BAD_
2015-08-18 10:07:39.336957,5.072463768115938,BAD_
2015-08-18 10:08:16.548055,4.908466805582464,BAD_
2015-08-18 10:08:24.246377,2.7536231884057827,BAD_
2015-08-18 10:08:47.905797,3.731884057971058,BAD_
2015-08-18 10:09:19.916667,3.623188405797123,BAD_
2015-08-18 10:09:30.568841,3.0072463768115654,BAD_
2015-08-18 10:09:43.989130,1.8283752860411937,BAD_
2015-08-18 10:10:08.000000,2.7898550724637516,BAD_
