onset,duration,description
2015-10-12 09:39:32.799553,6.1289120715350265,BAD_
2015-10-12 09:39:51.075188,1.3963480128893693,BAD_
2015-10-12 09:40:13.488831,0.11913626209977225,BAD_
2015-10-12 09:40:15.335443,0.573343261355177,BAD_
2015-10-12 09:40:57.007074,1.3626209977661858,BAD_
2015-10-12 09:42:34.356606,5.918367346938767,BAD_
2015-10-12 09:42:43.309345,5.585392051557476,BAD_
2015-10-12 09:43:00.172932,1.4769065520945333,BAD_
2015-10-12 09:43:13.889366,2.738990332975334,BAD_
2015-10-12 09:43:26.612245,0.7411385606874319,BAD_
2015-10-12 09:43:34.686896,0.4242749731471349,BAD_
2015-10-12 09:43:36.810956,0.8431793770139961,BAD_
2015-10-12 09:43:38.975295,1.713211600429645,BAD_
2015-10-12 09:43:58.122773,49.35188003503225,BAD_
