onset,duration,description
2015-03-26 11:47:19.551282,1.102564102564103,BAD_
2015-03-26 11:48:00.298030,1.9950738916256159,BAD_
2015-03-26 11:48:38.302956,1.6256157635468045,BAD_
2015-03-26 11:49:46.572660,5.203201970443331,BAD_
2015-03-26 11:50:16.572660,3.75,BAD_
2015-03-26 11:50:22.964286,4.057881773399032,BAD_
2015-03-26 11:50:32.582512,1.6687192118226617,BAD_
2015-03-26 11:50:43.992611,1.8165024630542064,BAD_
2015-03-26 11:51:12.983724,1.7601180151554845,BAD_
2015-03-26 11:51:56.523399,2.9187192118226903,BAD_
2015-03-26 11:54:06.043103,18.03571439901475,BAD_
2015-03-26 11:54:32.274631,2.9926108374384626,BAD_
2015-03-26 11:54:46.868227,4.371921182266021,BAD_
2015-03-26 11:55:07.526743,14.662109404418972,BAD_
