onset,duration,description
2015-06-26 10:53:36.644928,0.43478260869565144,BAD_
2015-06-26 10:53:45.483784,0.2270270270270273,BAD_
2015-06-26 10:54:01.281081,0.6702702702702652,BAD_
2015-06-26 10:54:05.448649,0.3621621621621641,BAD_
2015-06-26 10:54:14.732432,0.3243243243243228,BAD_
2015-06-26 10:57:49.049830,1.141025641025692,BAD_
2015-06-26 10:58:13.742137,1.4492187712398277,BAD_
2015-06-26 10:58:20.063151,0.602564102564088,BAD_
2015-06-26 10:58:32.831881,1.051282051282044,BAD_
2015-06-26 10:58:38.281100,0.6153846153845848,BAD_
2015-06-26 10:58:43.537510,0.9102564102564088,BAD_
2015-06-26 10:58:47.537510,0.5384615384615472,BAD_
2015-06-26 10:58:49.101613,0.551282051282044,BAD_
2015-06-26 10:58:56.780599,0.2692307692307168,BAD_
2015-06-26 10:59:01.508108,3.9459459459459367,BAD_
2015-06-26 10:59:07.255659,0.6282051282051384,BAD_
2015-06-26 10:59:09.396685,0.846153846153868,BAD_
2015-06-26 10:59:12.563151,0.5256410256409936,BAD_
2015-06-26 10:59:22.627254,2.038662021239816,BAD_
2015-06-26 10:59:34.730018,0.1794871794871824,BAD_
2015-06-26 10:59:42.217198,1.3076923076923208,BAD_
2015-06-26 10:59:46.960787,0.11538461538458478,BAD_
2015-06-26 10:59:51.281100,0.6794871794871824,BAD_
2015-06-26 11:00:00.909505,0.8717948717948616,BAD_
2015-06-26 11:00:12.653095,0.4871794871795032,BAD_
2015-06-26 11:00:18.581081,15.402702702702696,BAD_
