Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
2.5665534048250884,2.6984587804764457,2.1450061439168606,2.650815788179524,2.2199730186306192,2.6984580732353654,2.502460229522266,2.2974305299252005,2.2378089943300243,2.275906795367352,1.992807856815287,2.273023835958924,2.4910693702004325,2.263160473749446,2.2073946869982723,2.479809089901086,2.348050447467247,2.5191510338102936,2.35146980049405,2.544762324455261,2.2889982757217817,1.9610432749478708,2.292851438023943,2.2521334630607783,2.3044853831878385,2.1628159795131086,2.4256663607091826,2.323549061157348,2.3738855226042115,2.325488967674662,2.3780724546836423,2.533066674849938
2.3163346882972045,2.2552427528942385,1.8870596748697213,2.2928292213146824,2.627642533216183,2.3326669712162373,2.1977409224979922,2.272984762446535,2.5964440911833964,2.0569037018668217,2.2206517002962944,2.051531063185561,2.5152077537956803,2.342548283644056,2.4904011798624737,2.58163617693472,2.176822174811151,2.2749003118580977,2.1464906293890147,2.2528266681828253,2.029004732123043,2.1263347669864143,1.9330337131013535,2.1033158375879415,2.328947549074428,2.423681912175019,2.4742289638877737,2.1763393926176917,2.2896514553173866,2.2130683629564376,2.547424709364539,2.6778839921488378
2.696929846123349,2.254798257753665,2.1312216043752277,2.1921173054123155,2.2304940639366073,2.3540760235692173,2.190361654395604,2.1082354234291594,2.2815314098303334,2.243508571272385,2.12485653343768,1.9606422816087261,2.870551281394456,1.7739229664882372,2.1012203100550764,2.1719413473904057,2.0780509958488156,2.382808598794731,2.6356100839292096,2.1934745155304527,2.206630472868293,2.649064331236296,2.0232882320980377,2.2711728866938357,2.3254651501656007,2.560799633154901,2.190590072896628,2.4061379270875487,2.1590454831711106,2.5889899616688106,2.2633300867109623,2.06665944624451
2.495907260577161,2.241360291320558,2.246443025209933,2.102617569510828,2.4064133517471653,2.1538301156879465,2.6289248570796344,2.3771867282432844,2.21626176235755,2.5990415689822504,2.2956507408428104,1.9589565159124216,2.493389626417877,2.005135406021928,1.4966570354363802,2.003955767307597,2.157268573662324,2.3183864168687136,2.256596356682487,1.914280528470345,2.2909425611804153,2.0739989439046136,2.430962604733916,2.2793952289759534,2.3224233684859605,2.5149583252947294,2.114914980704897,2.2452440741934834,2.0648872815515324,2.316375338346676,2.5257359039668406,2.01381269243634
2.469004460667151,2.4132158457497894,1.9679694250000865,2.2594164591444246,2.861707539444811,2.3905805897050745,2.406495553919727,2.639557308294605,2.6695892092216154,2.1602395200500557,2.2688084984669517,2.2048684009999002,2.5350470390314075,2.5605370803427845,2.4431718216222786,2.4017265509532013,2.148190826280049,2.099958294434531,2.2739926950930336,2.126163019077236,2.271722974890116,2.3075462366917705,2.361824291232651,2.304579024573183,2.6417229412569045,2.270968772995063,2.8955231075869334,2.5107347028532487,2.778049310798564,2.429309368720573,2.3623650434544143,2.5186917308763723
2.378558108160451,2.4432758918009774,2.515671692418854,2.4765380777546384,2.661523895724272,2.635163350571949,2.589290509248117,1.8978377172751715,2.7058542887258006,2.2463526924430903,2.3512130375916027,1.7721294174437452,2.6394497036202273,2.2559487197814363,1.7052505393223498,2.267124557705815,2.19744435929948,2.3113271292385673,2.010052399775988,2.4768749231203167,2.5155315973762993,2.177974129872977,2.3370613027098264,2.4501153140226197,2.242181436770958,2.8080044544399008,2.616033967997966,2.103503809328932,2.5011094620995635,2.357827326089193,2.529624259264226,2.627730965715866
2.334783093570742,2.3808319912845106,2.1680496299139214,2.2250023500831073,2.410852466437774,2.453340784883775,2.36032725686438,2.1371994458692245,2.2642767077677477,1.8306800419804505,2.0223286116088146,2.337784042578084,2.1925616204681972,2.4695397327506616,2.024021623446417,2.183628979172854,2.2362579809671788,2.002784035591415,1.9186442872780785,1.9528467560654408,1.786330043931844,2.1864447838354524,2.5012300756741324,1.9118355056302718,2.25050337448519,2.367039728429575,2.4884324557799924,2.091525549338567,2.460195765077914,2.3386586194980796,2.2076655272622983,2.263043206246705
2.400863594331542,2.1359515966077263,1.901063081826686,2.41726286088336,2.1928653010644124,2.3546150502051835,1.9904415027595443,2.0003918309897246,2.56599252519745,2.1711366027731995,1.9427355009704577,2.1380829363267413,2.1375058908550555,2.0145170577183706,1.7590415785867353,2.194129939837473,2.3762806553358438,2.330489442530733,2.209611179378066,2.5062979892866744,2.2354260462761504,2.4998553904634746,2.2429568230613435,2.5533098818529005,2.16746949999173,2.259557007239065,2.3067117516051017,2.25479500891319,2.2256166729350984,2.6109640900365045,2.1967648867973035,2.373244690476194
2.351345876117434,2.3316343903430874,1.96060666275263,2.1098344012957244,2.3988188933815104,2.1119129490090924,2.517776214880343,1.8356454699040454,2.7841854092225846,2.198558836885232,2.447111911949505,1.66513062749079,2.2529041450368616,1.9781160818864028,2.190993777823992,2.2525128686416536,2.0725590873704967,2.114254150586295,2.2453612104655036,2.0697843391706097,2.2276765404081376,2.83372757488467,2.1785474997010335,2.4628127593987177,2.1712869249853024,2.1457230153096187,2.5022163698415416,2.4136483677101035,2.215230913420948,2.3041109797132457,2.3228724477818075,2.6985930673030207
2.2606175424880375,2.1314405513838297,2.4050735038739592,2.2273073509529016,2.8200756349947,2.2932017177980244,1.9619716995427967,2.124215804991038,2.332577654323103,1.6987349566083692,1.8491813510305473,1.9792468305089204,2.58112236049913,2.4671716868831464,2.082853423951394,2.224748085461408,1.9920680898032745,2.381370732027435,2.295468425214353,1.8921157644332496,2.3035969048028258,2.299778308814825,2.2382602921063053,2.765643740276472,2.441607989116304,2.3795520630917237,2.967620313063994,2.297359961841853,2.4354633598376334,2.3679349703851424,1.8045906394928097,1.830631034189717
1.9593657537508176,2.2682979694569916,2.1214040003890986,2.1594436348746444,2.646193898216609,2.227347537643561,2.1378933753602127,2.073133585999291,2.3089616672982616,2.229007658865612,1.9832355120203975,2.027965902445514,2.330460913834133,1.9754254567438785,2.002424338490911,2.1701460906715195,2.203221641067545,2.3650608596646645,2.2211448412226376,2.1674115285476714,2.0728695805741566,2.327055696756655,2.1654033495948317,2.8281810872681805,1.9585314584832247,2.544915737178458,1.8578959662606758,2.131870086997577,2.2376604901412787,2.3413703916998574,2.325305765323788,2.5547512705784166
2.5789251289477106,2.3579123688001253,2.3645079020682873,2.1457363083875696,2.4978672770095116,2.4728748500598132,2.4008186852691353,2.053552802421768,2.565267136482267,2.003356516040932,1.9889735543639844,2.0246070491140924,2.667712920783373,2.3255846285118245,2.145834123935238,2.4063868475424575,2.4731893116607324,2.697902451180737,2.4686674309049086,2.347203735083078,2.1022490800144036,2.765041066926695,2.323441056235182,2.1129321151192144,2.093872102732886,2.216796580197951,2.64894877835695,2.11088357486036,2.449319438076615,2.6288889132815907,1.9477291315323058,2.4569590351398523
2.691180260871405,2.7418720078405316,2.4654764681267634,2.573219427916368,2.4776682129650873,2.4490670053193915,2.575105199679952,2.058027840077354,2.2859839057868574,2.164704708314885,2.248709484310977,2.074379196493673,2.7627490565573662,2.412095404821807,2.33773353097832,2.309281518174604,2.5155591557684245,2.4284008815768283,2.1594660611118646,2.354924514839208,1.7603775283984333,2.336744723815923,1.970089423092128,2.502238515842436,2.297861286084331,2.1994031397653413,2.7049596712836257,2.8194803967212887,2.6889771709965706,2.772017954658208,2.1840919863895882,2.2437362039453372
2.439683350275351,2.287018932578337,2.1981854003289865,2.0467952365052957,2.280686899433479,2.025164069500105,2.1076847095844586,1.8372586248538565,2.597855188318801,1.931531930340919,1.6759545907981017,1.8322031358377349,2.5669552089611214,2.03117594023262,2.044937383578569,1.9809597281057816,2.0863616468433266,2.5452386141420225,2.1376048659469933,2.1866571304277187,2.1351671534772807,2.3855113970062045,2.381759960086418,2.1653998900367837,2.387943697823052,1.9715044902607932,2.4629967320570745,2.405483896953327,2.1795101853299244,2.5597029819130435,2.0353769360373133,2.476896677030676
2.323264301998293,2.3066373970043474,2.165477198991123,2.2777538293609956,2.4594449814969255,2.216906562877321,2.1949632681511018,1.9820309812272379,2.5487016873389328,1.9438447434472872,2.052913044224266,1.983386105071863,2.803847959505508,2.5670612670584094,2.245881997348501,2.129355358058026,1.9410552044140852,2.429495326057699,2.284759589978428,2.1942354020630255,2.204602578613469,2.4922809549056635,1.9030528906117017,2.091207442469035,2.2148272337423043,2.5628280457382187,2.4837091335940804,2.2510318187760983,2.4628234596891896,2.2026342199680276,2.21536097297772,2.0780179196822224
2.866632345732907,2.540052640031168,2.141803112883381,2.367394188820265,2.3800540326115174,2.4734368742433355,2.4616121265114836,2.0448162938414103,2.2895363714070496,2.4087154975918144,2.0306665596505113,2.3122072526296744,2.4910738372430448,2.470802248078791,2.2122890424723773,2.374800405789044,2.4463211314560454,2.5334288716456466,2.1255178332593916,2.4803071312636096,1.993189945971949,2.03042128150849,2.0438150754674025,2.339320507703201,2.4284128923843364,2.5008050203664403,2.7367469782956872,2.4089296341487407,2.678493277212196,2.794382402839695,2.326973455704208,2.361753168651473
2.264719766937696,2.5433377017005565,2.077176860086657,2.10068855969243,2.885611146572256,1.7596615443238377,2.317136304703055,1.916394923963966,2.6656340181481104,2.418334961983613,2.1146592847188654,2.4179545506358227,2.888302425536375,2.837706744139327,2.224765429945291,1.9885175255765088,2.262222641336052,2.385403907704915,2.442870771819687,2.1814369106847447,2.296591213703179,2.3154925821591967,2.2569755509104263,2.71023897424139,2.1215121347006427,2.1853323028665437,2.656674778765385,2.3902411057635122,2.3260285199157313,2.361700139683804,2.254127219345967,2.0051059315273507
2.2728896121519915,2.27712524566002,2.342546907990432,2.5291331248567284,2.4290909581816558,2.2197980564805015,2.275225990227162,2.157339918464494,2.2060644055004515,2.128466796619038,2.3923780019091283,2.306792217333112,1.972462675753291,2.063396227333965,2.1916368589755844,2.1509772096018396,2.4389786603458465,2.4803959323054516,2.6468023977954966,2.4827541532817468,2.7139234863400787,2.620120490795739,2.411467057719316,2.5552732483064746,2.4316215804888315,2.857241741774247,2.3204723171057164,2.4780005122914543,2.241813412878296,2.526400327216116,2.5691718044922403,2.785462546499985
2.380734120113722,2.398258833028349,2.7827533144324494,2.244969662936678,2.5719903662205645,2.3664536993287584,2.3745724374784416,2.2836051256339953,2.2979760383456154,1.9231548558075278,2.2309942298952614,2.194022042115911,2.1953387772942485,2.2378103417847073,2.1748472035846826,2.232109826827415,2.009469192142356,2.1452509260240573,2.296512710436949,2.123304236467495,2.1029051012269973,2.0807994776421648,2.154791388204547,1.8868042298265497,2.29223952594683,2.2043380909101633,2.3594262074427585,2.2098460588509723,2.3004209045565824,2.186322119589532,2.1667481206253765,2.3716412568314427
2.8931395837120575,2.5284279776344176,2.4747405832685905,2.445634159386901,2.6135178652902336,2.7900048267881314,2.4883035822342383,2.4524600758646606,2.441861905031263,2.170959346393929,2.104540476319335,2.19000464204096,2.6750803415332443,2.6768809835055096,2.5121273993408524,2.4964113351804484,2.3751736981144034,2.5433731118393585,2.5817767721097122,2.4639220477138704,2.326614826009817,2.5682500825315207,2.4619807900902315,2.491042711144684,2.6308869696242243,2.780940768812979,2.915751284354027,2.659557342784277,2.6704914373163158,2.937300675242392,2.462087265276071,2.577489405642042
