Fp1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,Pz,PO3,O1,Oz,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,Fp2,Fz,Cz
0.9899356518744087,0.9843297941658602,0.9874707568503353,0.9830885552805648,0.9855497070603927,0.9828882270753805,0.9881414224766096,0.9851609806206543,0.9817637848156181,0.9914471180140837,0.9858811909935932,0.9883802441549102,0.9814766112056814,0.9904543683914148,0.956150605606163,0.9827643950076521,0.9816559826273971,0.9742270860188542,0.9791826728598558,0.967832768165881,0.9794510642193036,0.9852403208207515,0.9830920085707382,0.9773604078653614,0.9783278980373201,0.9206623999296976,0.9831351886975312,0.97046216220421,0.9868424328151215,0.9800302231628715,0.9670993627973072,0.9890431203092009
0.9745010625333606,0.9772030975514745,0.9795998355004731,0.9830447709085671,0.9909772277804109,0.9853277423698013,0.9803960109418929,0.9934300782100749,0.982761714063245,0.9634069198837734,0.951043768034278,0.9871642850614079,0.9817259087200184,0.9768050152890156,0.9832666697158527,0.9753473310701487,0.9798125179589031,0.9767273567270066,0.9897349823325967,0.9819474814577132,0.9876757907805527,0.9758382507683208,0.9802883675718178,0.9459417480736295,0.9756149529000646,0.9824426740487155,0.9679713523595899,0.9615060125045479,0.9857877740902182,0.9871943297432276,0.986908125936831,0.9865004626247132
0.9721270906477176,0.974599947707449,0.9659043571377816,0.9661898419671032,0.9667200491475639,0.9723914300216474,0.9894489343076327,0.97102130501932,0.9549553583805133,0.9847815600654714,0.962017650669866,0.9827162106828369,0.9853715861936251,0.9795718751701933,0.9893862104390898,0.9728633057370166,0.9786071748761718,0.9854473173807425,0.9629496247964011,0.9711594890470132,0.9727420692028993,0.982692462062034,0.9845823467219305,0.981733564913994,0.965288938695628,0.96646085145971,0.9869306095275301,0.9878779650495544,0.9829807309224903,0.9798904564900605,0.9810115276350847,0.9845000261581816
0.9898904615175607,0.9827588831198528,0.9892548611222642,0.9745222889612936,0.9883862938408368,0.9867855154086758,0.9757883463651496,0.985166270818738,0.9740999158976877,0.9529232951338892,0.9726205773865488,0.9866082464478244,0.9840522331199634,0.9793619502014558,0.9864584389826934,0.9711173526304058,0.9723275364705634,0.9831619911450639,0.9800936809916678,0.99255803194631,0.9890192291065093,0.9886469769355934,0.9757491452302215,0.9831924822452733,0.9735994769724423,0.9862615715834125,0.9845453394424479,0.9805781068072458,0.9839152364829846,0.9679930575568799,0.9811399754931047,0.9873837163510333
0.9857991425255188,0.9781108991362695,0.9899003899285742,0.9579917114637563,0.9642083908631162,0.9834115635386044,0.9837224142564915,0.9901194388367208,0.9805625640234104,0.9927898302422278,0.9849544184658687,0.9862333510837351,0.9870121713871505,0.9904192173944599,0.9645393035036722,0.9890475670243281,0.9870162741633307,0.9609203539780867,0.9837256478582452,0.992689234061791,0.9837602341173601,0.9858257032917057,0.9789727712925621,0.9845526889210013,0.9882796542840663,0.9865790377895068,0.9826182842961347,0.9777663595753989,0.9869483606591322,0.9745194078410838,0.9877342319612731,0.9879953656363759
0.9804077135339627,0.9795882111090493,0.9832795902184884,0.958193196547668,0.9654141390678129,0.980873734901675,0.979946288070891,0.9680751524077879,0.9938414652013625,0.983427648214676,0.9880043446143502,0.9893104347011293,0.9855690242082369,0.9881119601917648,0.9855677199437429,0.9797864216296179,0.9783146953131968,0.9808541259874799,0.9811095446588483,0.9718419827464139,0.9915653597770989,0.9826240600564624,0.9879792219470602,0.9852231111488345,0.9737146351527141,0.9852307315017963,0.9871200102824357,0.9742605355894588,0.9910117974713029,0.9897295141884618,0.9880940121580836,0.9803737944332545
0.9542179155047606,0.9918414022768821,0.9713287366101017,0.8836986343405844,0.9876826276789958,0.9780106921730903,0.9662125550520733,0.9671132632201062,0.9929078768723697,0.983519397279362,0.9792205521052959,0.9923295544483516,0.9930767586830572,0.9866368583916449,0.9860824691030384,0.9817867802161695,0.9712267579549785,0.9845857998248265,0.9890819935369084,0.977824540874541,0.9384709318098374,0.9804463913604279,0.9788275573076961,0.9767807751566097,0.9753427888661778,0.9868685384172852,0.9918988849826622,0.9786654310826609,0.9839399210544897,0.9798501179643412,0.9787017329672522,0.9873209323047643
0.9602799376575969,0.9810008657473097,0.9807619440067556,0.9492740054281811,0.9764124020813967,0.9861020278515455,0.9830660064470181,0.9848443850252231,0.9795099543170399,0.9927016521873212,0.9623363127980027,0.9794122464385271,0.9901975353427467,0.9815132517149509,0.9888302761489278,0.9793311569385742,0.9832656852013268,0.9894711743735781,0.9842438626589146,0.9917499557526291,0.982192572909387,0.9799275385502806,0.9700636783048122,0.9839836215711157,0.9852578309207041,0.9789774854826461,0.9869118889043168,0.966556723916367,0.9814872831384277,0.9865283926652016,0.9381232467195668,0.9928763425038253
0.9784343117873493,0.9786395074735169,0.9863315735700312,0.9796019852851294,0.9879748421818811,0.982198980932484,0.9748051289662063,0.9730894626544975,0.9676309676276954,0.9891025540873183,0.9472300905888285,0.9896289890805866,0.9923875703767933,0.9844443396656728,0.9816766514132376,0.988591362342827,0.9865423676466292,0.972948434660031,0.9622027646643366,0.9899404817733238,0.988303995931563,0.9691785081086405,0.9884419317291144,0.9824300951000258,0.9784213296466906,0.9903272995962042,0.9896951794674732,0.9709357334891239,0.9645297420644399,0.9393838464126412,0.9852783556182925,0.9896687461870266
0.9922154754578774,0.9859491260721838,0.9748550069527154,0.9801762518240675,0.9889359022362249,0.9656175757908186,0.9683461837953481,0.9868801769646741,0.9804558917983698,0.9895112486123826,0.9740105393070445,0.9864052893864644,0.9823735734831859,0.9698427175607479,0.9787349290518536,0.9799738755579529,0.9712461905789392,0.9881576574798417,0.973595487418597,0.9776600861862385,0.985864470964078,0.9817634214918499,0.9689325958286408,0.9869373270463334,0.9914871593389618,0.9860105391994856,0.9858312607150356,0.9663610528155046,0.9815508603541901,0.9841340345998876,0.9904967208211466,0.9880941489102866
